Poskytovateľ,Dataset,Počet stiahnutí,Rok
Ministerstvo vnútra SR,Zmenová dávka č. 11560164,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11560295,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11560426,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11560556,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11560691,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11560918,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11561486,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11561619,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11561748,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11561881,4,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11562014,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11562140,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11562276,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11562407,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11562542,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11562693,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11564455,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11564595,12,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11564735,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11564877,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11565016,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11565154,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11565294,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11565433,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11565570,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11565708,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11565844,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11565981,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11566124,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11566260,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11566397,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11566531,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11566668,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11566804,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11566942,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11567077,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11567213,67,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11567349,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11567486,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11567626,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11567768,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11567905,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11568052,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11568209,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11568380,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11568528,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11568669,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11568807,7,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11568947,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11569088,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11569228,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11569370,11,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11569512,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11569654,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11569796,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11569940,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11570086,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11570228,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11570370,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11570511,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11570656,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11570792,4,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11570934,6,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11607895,5,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11608042,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11608190,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11608336,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11608493,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11608637,4,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11608798,61,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11608949,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11609103,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11609253,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11609401,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11639595,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11639973,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11640121,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11640279,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11640425,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11640720,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11640871,4,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11641020,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11650326,13,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11652876,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11652894,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11668340,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11668773,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11669157,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11669318,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11669469,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11669624,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11669780,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11669931,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11670083,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11670241,8,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11670398,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11670548,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11670682,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11670808,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11670861,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11670868,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11670875,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11678453,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11678471,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11678488,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11678495,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11678510,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11678518,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11678530,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692849,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692886,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692910,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692917,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692939,8,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692947,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692957,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692973,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692983,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692991,5,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11692998,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11693005,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11693012,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11693020,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11699474,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11699493,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11699516,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11699530,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11699537,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11699551,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711694,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711737,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711757,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711765,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711773,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711787,8,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711801,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711808,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711815,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711822,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711831,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11711838,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11727315,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11727401,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11739080,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11739148,5,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11739170,4,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11751925,3,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11752006,8,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11752051,9,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11752145,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11761563,7,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11768769,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11768806,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11770611,4,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11779533,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11787851,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11787867,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11787885,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11803365,2,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11809232,5,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11811318,117,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11814172,107,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11815613,63,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11817997,60,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11823291,53,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11823298,59,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11823315,45,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11823328,50,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11824870,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11828220,54,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11828235,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11832902,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11832908,45,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11832916,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11832922,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11834409,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11835914,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11840201,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11840207,53,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11840214,49,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11848600,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11848605,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11848611,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11848616,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11848622,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11848627,15,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11848642,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11848647,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11855823,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11855894,4,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11855900,1,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11855929,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11855939,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11861162,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11861165,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11861170,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11861173,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11861177,55,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11867613,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11867614,14,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11867616,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11867618,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11867619,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11867621,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11869263,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11870851,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11875461,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11875463,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11875465,95,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11875466,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11878651,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11878653,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11883380,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11883402,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11883420,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11883435,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11888490,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11888492,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11888494,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11888495,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11892108,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11892110,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11892112,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11893998,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11895435,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11899403,44,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11899405,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11899407,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11903057,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11903080,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11903104,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11903124,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920681,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920704,42,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920728,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920751,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920768,66,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920788,52,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920810,50,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920833,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920856,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920873,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920888,50,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920904,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920924,57,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920945,46,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920961,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11920980,45,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934749,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934751,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934753,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934755,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934757,43,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934759,52,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934760,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934762,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934764,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934766,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934767,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934769,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11934771,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11938848,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11938850,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11938852,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11940737,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11942727,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11945673,14,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11945675,100,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11955699,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11955701,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11955703,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11955705,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11955707,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11955709,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11955710,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11955712,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11955714,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11962263,44,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11962266,44,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11962268,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11962270,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11962272,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11962273,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976115,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976117,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976119,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976121,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976123,47,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976125,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976127,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976128,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976130,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976132,55,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976134,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976136,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11976138,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11980532,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11980535,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11980537,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11982646,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11984293,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11992971,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11993122,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11993152,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11993174,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11993197,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11993218,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11993244,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11993267,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 11993292,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017247,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017249,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017251,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017253,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017255,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017273,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017285,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017287,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017289,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017291,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017293,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017295,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017297,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017299,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017301,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017303,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017305,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017307,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017309,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017311,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017313,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017315,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12017317,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031754,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031757,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031759,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031761,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031763,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031765,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031767,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031769,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031771,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031773,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031775,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031777,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031779,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12031781,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043820,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043823,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043825,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043827,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043829,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043831,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043833,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043835,179,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043838,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043840,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12043842,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12047433,50,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12047436,47,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12047438,45,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12049008,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12050559,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12058364,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12058366,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12058369,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12058371,47,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12058373,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12058376,42,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12058378,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12063080,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12063083,45,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12063086,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12063088,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12066316,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12066319,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12068832,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12068834,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12080219,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12080222,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12080224,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12080226,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12080229,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12080231,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12080233,44,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12080236,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12084628,42,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12084631,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12084633,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12084636,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104357,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104360,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104362,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104364,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104367,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104369,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104372,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104374,62,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104376,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104379,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104381,44,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104384,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104386,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104388,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104391,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104393,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104397,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104419,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12104421,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12114003,31,2022
